postcodes,district,county,district_county,domestic,not_domestic,industry,agriculture
3750,Aveiro,Águeda,Aveiro_Águeda,0.854912764003673,0.1009366391184573,0.026813590449954086,0.017300275482093664
3754,Aveiro,Águeda,Aveiro_Águeda,0.854912764003673,0.1009366391184573,0.026813590449954086,0.017300275482093664
3850,Aveiro,Albergaria-a-Velha,Aveiro_Albergaria-a-Velha,0.867151121772259,0.10081839988711724,0.022858755467757865,0.00917172287286581
3780,Aveiro,Anadia,Aveiro_Anadia,0.8738770068973511,0.0893757607372631,0.017446241233408682,0.019300991131977047
4540,Aveiro,Arouca,Aveiro_Arouca,0.8723623671267651,0.08868792638426146,0.029589084562906556,0.009360621926066952
3810,Aveiro,Aveiro,Aveiro_Aveiro,0.8435830708122175,0.13002132780245368,0.021856105817207035,0.004539495568121784
3800,Aveiro,Aveiro,Aveiro_Aveiro,0.8435830708122175,0.13002132780245368,0.021856105817207035,0.004539495568121784
3804,Aveiro,Aveiro,Aveiro_Aveiro,0.8435830708122175,0.13002132780245368,0.021856105817207035,0.004539495568121784
3814,Aveiro,Aveiro,Aveiro_Aveiro,0.8435830708122175,0.13002132780245368,0.021856105817207035,0.004539495568121784
3813,Aveiro,Aveiro,Aveiro_Aveiro,0.8435830708122175,0.13002132780245368,0.021856105817207035,0.004539495568121784
4550,Aveiro,Castelo de Paiva,Aveiro_Castelo de Paiva,0.8799498746867167,0.08934837092731829,0.013784461152882205,0.016917293233082706
4500,Aveiro,Espinho,Aveiro_Espinho,0.853107954852298,0.13106874763730628,0.012691040665334559,0.003132256845061295
4504,Aveiro,Espinho,Aveiro_Espinho,0.853107954852298,0.13106874763730628,0.012691040665334559,0.003132256845061295
3860,Aveiro,Estarreja,Aveiro_Estarreja,0.8870687860068022,0.0837787186784202,0.019573818282779203,0.009509266328867911
3864,Aveiro,Estarreja,Aveiro_Estarreja,0.8870687860068022,0.0837787186784202,0.019573818282779203,0.009509266328867911
3870,Aveiro,Murtosa,Aveiro_Murtosa,0.9090802714720336,0.06435759419611514,0.015211794991809035,0.011350339340042126
3865,Aveiro,Estarreja,Aveiro_Estarreja,0.8870687860068022,0.0837787186784202,0.019573818282779203,0.009509266328867911
3830,Aveiro,Ílhavo,Aveiro_Ílhavo,0.8900355871886121,0.09062870699881376,0.015895610913404506,0.003440094899169632
3050,Aveiro,Mealhada,Aveiro_Mealhada,0.8682035667681601,0.10882992605480644,0.014354066985645933,0.00861244019138756
3054,Aveiro,Mealhada,Aveiro_Mealhada,0.8682035667681601,0.10882992605480644,0.014354066985645933,0.00861244019138756
3720,Aveiro,Oliveira de Azeméis,Aveiro_Oliveira de Azeméis,0.865871622004419,0.0878703756161124,0.025720922327346893,0.02053708005212169
3700,Aveiro,Oliveira de Azeméis,Aveiro_Oliveira de Azeméis,0.865871622004419,0.0878703756161124,0.025720922327346893,0.02053708005212169
3770,Aveiro,Oliveira do Bairro,Aveiro_Oliveira do Bairro,0.8516237812477091,0.10351147276592625,0.029250054981306357,0.01561469100505828
3774,Aveiro,Oliveira do Bairro,Aveiro_Oliveira do Bairro,0.8516237812477091,0.10351147276592625,0.029250054981306357,0.01561469100505828
3885,Aveiro,Ovar,Aveiro_Ovar,0.864360958329449,0.10782760013672664,0.01792983437432025,0.009881607159504056
3880,Aveiro,Ovar,Aveiro_Ovar,0.864360958329449,0.10782760013672664,0.01792983437432025,0.009881607159504056
3884,Aveiro,Ovar,Aveiro_Ovar,0.864360958329449,0.10782760013672664,0.01792983437432025,0.009881607159504056
4505,Aveiro,Santa Maria da Feira,Aveiro_Santa Maria da Feira,0.8628715141241367,0.10736567133071183,0.022606955772624324,0.00715585877252706
3700,Aveiro,Santa Maria da Feira,Aveiro_Santa Maria da Feira,0.8628715141241367,0.10736567133071183,0.022606955772624324,0.00715585877252706
4525,Aveiro,Santa Maria da Feira,Aveiro_Santa Maria da Feira,0.8628715141241367,0.10736567133071183,0.022606955772624324,0.00715585877252706
4520,Aveiro,Santa Maria da Feira,Aveiro_Santa Maria da Feira,0.8628715141241367,0.10736567133071183,0.022606955772624324,0.00715585877252706
4535,Aveiro,Santa Maria da Feira,Aveiro_Santa Maria da Feira,0.8628715141241367,0.10736567133071183,0.022606955772624324,0.00715585877252706
4500,Aveiro,Santa Maria da Feira,Aveiro_Santa Maria da Feira,0.8628715141241367,0.10736567133071183,0.022606955772624324,0.00715585877252706
3700,Aveiro,São João da Madeira,Aveiro_São João da Madeira,0.8302152932442465,0.14350408314773572,0.02457312546399406,0.0017074981440237565
3701,Aveiro,São João da Madeira,Aveiro_São João da Madeira,0.8302152932442465,0.14350408314773572,0.02457312546399406,0.0017074981440237565
3740,Aveiro,Sever do Vouga,Aveiro_Sever do Vouga,0.882599032553275,0.08759314943129821,0.02248659955549745,0.007321218459929403
3744,Aveiro,Sever do Vouga,Aveiro_Sever do Vouga,0.882599032553275,0.08759314943129821,0.02248659955549745,0.007321218459929403
3840,Aveiro,Vagos,Aveiro_Vagos,0.8744033027996387,0.08082828022190686,0.02057798993678235,0.024190427041672045
3730,Aveiro,Vale de Cambra,Aveiro_Vale de Cambra,0.8701599641201972,0.1074151592166243,0.016220660786365672,0.006204215876812677
3734,Aveiro,Vale de Cambra,Aveiro_Vale de Cambra,0.8701599641201972,0.1074151592166243,0.016220660786365672,0.006204215876812677
7600,Beja,Aljustrel,Beja_Aljustrel,0.8750828363154407,0.08714380384360504,0.016401590457256462,0.021371769383697812
7604,Beja,Aljustrel,Beja_Aljustrel,0.8750828363154407,0.08714380384360504,0.016401590457256462,0.021371769383697812
7700,Beja,Almodôvar,Beja_Almodôvar,0.8758608511389723,0.09906410030019426,0.018364824298075226,0.006710224262758255
7920,Beja,Alvito,Beja_Alvito,0.863662960795787,0.08601521357519017,0.022820362785254535,0.027501462843768285
7924,Beja,Alvito,Beja_Alvito,0.863662960795787,0.08601521357519017,0.022820362785254535,0.027501462843768285
7230,Beja,Barrancos,Beja_Barrancos,0.8936341659951653,0.08058017727639001,0.017727639000805803,0.008058017727639
7800,Beja,Beja,Beja_Beja,0.8366911796701623,0.1226665506287803,0.01714459771115269,0.023497671989904705
7801,Beja,Beja,Beja_Beja,0.8366911796701623,0.1226665506287803,0.01714459771115269,0.023497671989904705
7780,Beja,Castro Verde,Beja_Castro Verde,0.898495486459378,0.08124373119358073,0.012236710130391173,0.00802407221664995
7940,Beja,Cuba,Beja_Cuba,0.854632587859425,0.10319488817891374,0.018849840255591055,0.023322683706070286
7900,Beja,Ferreira do Alentejo,Beja_Ferreira do Alentejo,0.82805768870575,0.11032028469750889,0.01760629331335456,0.0440157332833864
7750,Beja,Mértola,Beja_Mértola,0.8710766537451543,0.10653995248218082,0.012379642365887207,0.01000375140677754
7754,Beja,Mértola,Beja_Mértola,0.8710766537451543,0.10653995248218082,0.012379642365887207,0.01000375140677754
7885,Beja,Moura,Beja_Moura,0.87178002894356,0.08605885190545103,0.014954172696575011,0.02720694645441389
7875,Beja,Moura,Beja_Moura,0.87178002894356,0.08605885190545103,0.014954172696575011,0.02720694645441389
7860,Beja,Moura,Beja_Moura,0.87178002894356,0.08605885190545103,0.014954172696575011,0.02720694645441389
7864,Beja,Moura,Beja_Moura,0.87178002894356,0.08605885190545103,0.014954172696575011,0.02720694645441389
7630,Beja,Odemira,Beja_Odemira,0.851462680676829,0.12209560455823591,0.011000937299590549,0.015440777465344582
7665,Beja,Odemira,Beja_Odemira,0.851462680676829,0.12209560455823591,0.011000937299590549,0.015440777465344582
7645,Beja,Odemira,Beja_Odemira,0.851462680676829,0.12209560455823591,0.011000937299590549,0.015440777465344582
7670,Beja,Ourique,Beja_Ourique,0.8525301204819276,0.12024096385542168,0.016626506024096384,0.010602409638554217
7830,Beja,Serpa,Beja_Serpa,0.8771535580524344,0.07808988764044943,0.01807116104868914,0.026685393258426966
7960,Beja,Vidigueira,Beja_Vidigueira,0.8614772444665506,0.08803780154190499,0.021139020144242727,0.029345933847301667
4720,Braga,Amares,Braga_Amares,0.8972833806818181,0.07492897727272727,0.014382102272727272,0.013405539772727274
4750,Braga,Barcelos,Braga_Barcelos,0.8369401196541746,0.11631663974151858,0.02962949812707486,0.017113742477231977
4755,Braga,Barcelos,Braga_Barcelos,0.8369401196541746,0.11631663974151858,0.02962949812707486,0.017113742477231977
4905,Braga,Barcelos,Braga_Barcelos,0.8369401196541746,0.11631663974151858,0.02962949812707486,0.017113742477231977
4754,Braga,Barcelos,Braga_Barcelos,0.8369401196541746,0.11631663974151858,0.02962949812707486,0.017113742477231977
4740,Braga,Barcelos,Braga_Barcelos,0.8369401196541746,0.11631663974151858,0.02962949812707486,0.017113742477231977
4775,Braga,Barcelos,Braga_Barcelos,0.8369401196541746,0.11631663974151858,0.02962949812707486,0.017113742477231977
4710,Braga,Braga,Braga_Braga,0.8581610023314441,0.12069488409121064,0.017609037663248478,0.003525598498777413
4705,Braga,Braga,Braga_Braga,0.8581610023314441,0.12069488409121064,0.017609037663248478,0.003525598498777413
4709,Braga,Braga,Braga_Braga,0.8581610023314441,0.12069488409121064,0.017609037663248478,0.003525598498777413
4700,Braga,Braga,Braga_Braga,0.8581610023314441,0.12069488409121064,0.017609037663248478,0.003525598498777413
4704,Braga,Braga,Braga_Braga,0.8581610023314441,0.12069488409121064,0.017609037663248478,0.003525598498777413
4714,Braga,Braga,Braga_Braga,0.8581610023314441,0.12069488409121064,0.017609037663248478,0.003525598498777413
4715,Braga,Braga,Braga_Braga,0.8581610023314441,0.12069488409121064,0.017609037663248478,0.003525598498777413
4719,Braga,Braga,Braga_Braga,0.8581610023314441,0.12069488409121064,0.017609037663248478,0.003525598498777413
4860,Braga,Cabeceiras de Basto,Braga_Cabeceiras de Basto,0.89392796530265894,0.087686215349802,0.013860079200452574,0.004525740147086555
4615,Braga,Celorico de Basto,Braga_Celorico de Basto,0.897033475460401,0.07466207021681938,0.02340560645922163,0.0048988478635580155
4890,Braga,Celorico de Basto,Braga_Celorico de Basto,0.897033475460401,0.07466207021681938,0.02340560645922163,0.0048988478635580155
4820,Braga,Celorico de Basto,Braga_Celorico de Basto,0.897033475460401,0.07466207021681938,0.02340560645922163,0.0048988478635580155
4740,Braga,Esposende,Braga_Esposende,0.8666899387169343,0.10693507097975331,0.016600729190908384,0.009774261112404002
4820,Braga,Fafe,Braga_Fafe,0.8785523439397619,0.0929942052118394,0.02363024393629203,0.004823206912106596
4824,Braga,Fafe,Braga_Fafe,0.8785523439397619,0.0929942052118394,0.02363024393629203,0.004823206912106596
4810,Braga,Guimarães,Braga_Guimarães,0.858869666658393,0.11114696319094541,0.025838318151356447,0.004132641663977761
4805,Braga,Guimarães,Braga_Guimarães,0.858869666658393,0.11114696319094541,0.025838318151356447,0.004132641663977761
4765,Braga,Guimarães,Braga_Guimarães,0.858869666658393,0.11114696319094541,0.025838318151356447,0.004132641663977761
4800,Braga,Guimarães,Braga_Guimarães,0.858869666658393,0.11114696319094541,0.025838318151356447,0.004132641663977761
4804,Braga,Guimarães,Braga_Guimarães,0.858869666658393,0.11114696319094541,0.025838318151356447,0.004132641663977761
4809,Braga,Guimarães,Braga_Guimarães,0.858869666658393,0.11114696319094541,0.025838318151356447,0.004132641663977761
4815,Braga,Guimarães,Braga_Guimarães,0.858869666658393,0.11114696319094541,0.025838318151356447,0.004132641663977761
4835,Braga,Guimarães,Braga_Guimarães,0.858869666658393,0.11114696319094541,0.025838318151356447,0.004132641663977761
4815,Braga,Vizela,Braga_Vizela,0.8740136298421807,0.0974713055954089,0.025824964131994258,0.002690100430416069
4839,Braga,Guimarães,Braga_Guimarães,0.858869666658393,0.11114696319094541,0.025838318151356447,0.004132641663977761
4814,Braga,Guimarães,Braga_Guimarães,0.858869666658393,0.11114696319094541,0.025838318151356447,0.004132641663977761
4830,Braga,Póvoa de Lanhoso,Braga_Póvoa de Lanhoso,0.8918700975001833,0.0799061652371527,0.019133494611831975,0.00909024265083205
4840,Braga,Terras de Bouro,Braga_Terras de Bouro,0.8679028866373543,0.11508315809596635,0.01261709042248136,0.00439686484419805
4845,Braga,Terras de Bouro,Braga_Terras de Bouro,0.8679028866373543,0.11508315809596635,0.01261709042248136,0.00439686484419805
4850,Braga,Vieira do Minho,Braga_Vieira do Minho,0.8766195867865064,0.10166919575113809,0.015874868682152446,0.005836348780203105
4770,Braga,Vila Nova de Famalicão,Braga_Vila Nova de Famalicão,0.8512654492724299,0.11659669179017654,0.02424671623922977,0.007891142698163793
4760,Braga,Vila Nova de Famalicão,Braga_Vila Nova de Famalicão,0.8512654492724299,0.11659669179017654,0.02424671623922977,0.007891142698163793
4775,Braga,Vila Nova de Famalicão,Braga_Vila Nova de Famalicão,0.8512654492724299,0.11659669179017654,0.02424671623922977,0.007891142698163793
4765,Braga,Vila Nova de Famalicão,Braga_Vila Nova de Famalicão,0.8512654492724299,0.11659669179017654,0.02424671623922977,0.007891142698163793
4764,Braga,Vila Nova de Famalicão,Braga_Vila Nova de Famalicão,0.8512654492724299,0.11659669179017654,0.02424671623922977,0.007891142698163793
4763,Braga,Vila Nova de Famalicão,Braga_Vila Nova de Famalicão,0.8512654492724299,0.11659669179017654,0.02424671623922977,0.007891142698163793
4730,Braga,Vila Verde,Braga_Vila Verde,0.890203327171904,0.08321626617375232,0.01833641404805915,0.008243992606284658
4620,Braga,Vizela,Braga_Vizela,0.8740136298421807,0.0974713055954089,0.025824964131994258,0.002690100430416069
